manufacturer,aspiration,body,drive,engine_location,engine_type,fuel_system,horsepower,peak_rpm,city_mpg,highway_mpg,price,fuel,num_doors,num_cylinders
12,1,3,2,0,4,5,82.0,5400.0,37,25,11845.0,1,4,4
8,0,2,0,0,2,3,88.0,6000.0,23,25,31600.0,1,2,4
5,0,2,2,0,3,1,111.0,5200.0,34,30,6229.0,1,4,4
20,0,2,1,0,2,5,207.0,4800.0,29,28,8948.0,1,4,4
5,0,3,1,0,2,5,88.0,5200.0,24,28,18399.0,1,2,4
18,0,2,2,0,2,0,123.0,5500.0,25,28,7299.0,1,2,4
18,1,2,2,0,2,5,73.0,5000.0,37,43,12764.0,1,4,4
17,0,4,1,0,2,1,111.0,5250.0,31,38,7198.0,0,4,4
19,1,3,1,0,2,1,116.0,5500.0,31,22,11259.0,1,2,4
19,0,2,1,0,0,1,156.0,4800.0,17,33,6649.0,1,2,4
19,1,3,2,0,2,5,145.0,5500.0,19,38,11595.0,1,4,4
19,1,2,1,0,2,3,97.0,4200.0,31,32,36000.0,1,4,6
19,0,3,1,0,2,3,85.0,5500.0,21,47,5499.0,1,2,4
8,1,3,1,0,2,5,142.0,6000.0,18,30,32250.0,1,4,4
20,0,3,1,0,2,1,68.0,5400.0,19,30,15510.0,1,4,4
19,0,3,1,0,1,5,112.0,4250.0,26,29,6692.0,1,4,4
11,0,3,1,0,2,3,175.0,4800.0,19,38,12764.0,1,2,4
4,1,4,1,0,2,5,70.0,4800.0,31,31,19045.0,1,4,4
4,0,3,2,0,2,5,69.0,5125.369458128079,24,38,9988.0,1,4,12
12,1,3,2,0,4,3,68.0,5800.0,17,34,18420.0,1,2,4
19,0,3,2,0,0,5,58.0,4500.0,19,25,7395.0,1,2,4
16,0,3,1,0,2,1,160.0,5800.0,27,25,9095.0,0,4,4
5,0,3,1,0,2,1,60.0,5200.0,31,25,6488.0,1,2,4
8,0,3,1,0,1,1,160.0,4900.0,15,39,7957.0,1,4,4
13,0,2,1,0,2,5,94.0,5500.0,27,38,16500.0,1,4,4
8,0,0,1,0,2,3,116.0,5000.0,22,31,21105.0,1,4,4
19,0,3,1,0,2,5,68.0,4800.0,24,30,13645.0,1,4,4
11,0,3,1,0,2,1,68.0,5000.0,15,32,16430.0,0,2,4
14,1,3,1,0,2,1,73.0,5000.0,26,32,5572.0,0,2,6
20,0,1,1,0,2,5,88.0,6000.0,34,25,5572.0,1,2,4
21,0,3,1,1,4,3,112.0,5000.0,28,24,7609.0,1,4,4
11,0,0,2,0,3,5,104.256157635468,4150.0,27,31,13495.0,1,4,4
8,0,1,2,0,0,6,123.0,4800.0,27,25,18150.0,1,4,4
12,0,3,1,0,4,3,84.0,5100.0,24,24,16695.0,1,2,8
19,0,3,2,1,2,5,69.0,4200.0,17,30,8058.0,1,4,4
17,0,3,1,0,2,5,116.0,4800.0,27,41,6575.0,1,4,4
19,0,3,1,0,2,5,97.0,5000.0,31,30,32250.0,1,2,4
19,0,3,2,0,1,3,116.0,5500.0,21,34,8449.0,1,4,4
21,1,4,2,0,3,5,69.0,4800.0,25,32,19699.0,1,2,4
1,1,3,1,0,2,5,156.0,5200.0,27,38,18620.0,0,2,4
8,1,3,0,0,2,1,84.0,5500.0,16,36,9495.0,1,4,4
20,0,2,2,0,2,1,84.0,4800.0,28,31,16630.0,0,2,4
13,0,2,1,0,2,0,68.0,5500.0,47,38,17669.0,1,4,2
15,0,4,1,0,2,1,69.0,4800.0,27,38,9980.0,1,4,4
11,0,4,1,0,4,6,207.0,5500.0,28,37,5195.0,1,2,6
8,1,4,1,0,2,5,123.0,5500.0,19,29,15510.0,1,4,4
13,0,3,1,0,1,5,207.0,5000.0,19,46,7198.0,1,2,4
7,1,3,1,0,4,3,70.0,5800.0,19,34,8058.0,1,4,4
11,0,4,2,0,2,1,101.0,5000.0,23,37,14399.0,1,2,4
20,0,2,1,0,2,1,73.0,5900.0,26,34,9233.0,1,4,5
1,1,2,1,0,2,3,70.0,5000.0,24,37,10345.0,1,2,4
17,0,3,2,0,2,5,70.0,4200.0,31,33,5399.0,1,2,6
20,0,4,1,0,2,1,70.0,5500.0,27,34,12170.0,0,4,6
15,0,2,1,0,3,1,111.0,4800.0,23,22,20970.0,1,4,4
12,0,2,1,0,2,1,92.0,5500.0,24,47,6095.0,1,2,4
12,0,2,1,0,4,5,156.0,5400.0,31,25,8921.0,1,2,4
5,0,2,1,0,0,1,145.0,5500.0,26,25,6855.0,1,4,4
13,0,3,1,0,2,0,110.0,5500.0,25,30,36000.0,1,4,4
11,0,3,1,0,2,5,116.0,5800.0,27,30,6295.0,1,4,2
19,1,4,1,0,2,5,69.0,5500.0,24,23,7609.0,1,4,4
7,0,2,1,0,2,1,123.0,4800.0,27,37,7603.0,1,4,4
8,1,3,1,0,2,5,112.0,5500.0,49,22,8449.0,1,2,6
5,1,4,2,0,2,5,114.0,5200.0,17,47,15580.0,1,2,4
14,0,2,2,0,2,2,155.0,5200.0,47,25,7775.0,1,4,4
12,0,4,1,0,2,1,95.0,4800.0,23,20,8058.0,1,4,4
11,0,3,2,0,2,1,68.0,5800.0,16,26,6095.0,1,4,4
4,0,3,2,0,2,5,160.0,4800.0,27,25,6488.0,1,2,4
3,0,3,1,0,1,6,86.0,4800.0,47,32,9988.0,0,4,4
4,0,2,1,0,2,5,70.0,4800.0,26,33,8921.0,1,2,4
20,0,4,1,0,2,5,85.0,5500.0,27,36,7609.0,1,4,4
12,0,3,1,0,3,5,76.0,4800.0,22,27,5118.0,1,4,4
0,0,3,2,0,2,1,68.0,5200.0,30,24,7053.0,1,4,6
15,0,2,1,0,2,5,92.0,5125.369458128079,24,50,8778.0,1,4,4
12,0,2,1,0,2,5,85.0,4200.0,24,37,9895.0,1,4,4
19,0,3,1,0,2,0,73.0,5500.0,31,26,9959.0,0,2,6
19,0,3,1,0,2,5,52.0,5500.0,24,31,8495.0,1,4,4
13,0,3,1,0,1,1,64.0,5900.0,24,28,9895.0,1,4,4
5,0,3,1,0,2,3,160.0,5000.0,31,32,7975.0,1,4,4
12,0,2,2,0,2,5,76.0,6000.0,24,34,6795.0,1,2,4
13,0,3,1,0,2,5,184.0,6000.0,38,38,30760.0,1,4,4
0,0,2,2,0,3,6,95.0,5200.0,26,25,10198.0,0,4,4
21,0,2,2,0,2,5,200.0,5250.0,28,28,12940.0,1,4,4
18,0,1,1,0,2,5,82.0,5250.0,23,33,7895.0,1,4,4
11,0,2,2,0,1,1,48.0,5400.0,37,29,15690.0,1,4,4
11,1,3,2,0,2,5,97.0,5500.0,18,37,15998.0,0,2,8
4,0,3,1,0,2,0,182.0,5200.0,17,34,36000.0,1,4,4
21,0,3,1,0,2,5,92.0,5500.0,28,17,13295.0,1,4,6
11,0,4,1,0,2,1,114.0,5800.0,16,25,6229.0,1,2,6
21,0,0,1,0,2,5,82.0,4350.0,27,29,31600.0,1,2,4
5,1,3,2,0,4,2,69.0,5000.0,24,37,8249.0,0,4,4
14,0,3,1,0,5,5,101.0,5250.0,19,41,28248.0,1,2,4
19,0,3,2,0,0,5,123.0,4800.0,31,24,16430.0,1,2,4
6,1,3,2,0,2,6,73.0,4250.0,35,32,23875.0,1,2,4
12,0,2,1,0,2,5,76.0,4800.0,30,25,12945.0,1,2,4
20,0,3,2,0,2,1,85.0,4800.0,21,24,15998.0,1,4,4
20,0,2,1,0,3,1,111.0,5000.0,27,25,8495.0,0,2,5
18,0,3,1,0,2,5,140.0,5125.369458128079,23,33,22625.0,1,4,6
8,0,3,1,0,2,1,116.0,5000.0,31,32,8845.0,1,4,4
19,0,1,2,0,2,1,76.0,4150.0,27,30,6488.0,1,2,4
19,0,3,2,0,3,5,95.0,4800.0,26,30,17710.0,1,4,4
2,0,3,2,0,2,1,68.0,5500.0,19,31,13860.0,1,2,4
12,0,3,2,0,2,0,152.0,4800.0,24,28,18344.0,1,4,4
4,0,3,1,0,2,1,102.0,5500.0,24,32,18280.0,1,2,4
19,0,3,1,1,1,1,73.0,5500.0,31,25,18420.0,0,4,4
18,0,3,2,0,2,2,112.0,4800.0,31,37,7609.0,1,4,4
5,0,3,2,0,2,4,48.0,5200.0,23,33,13495.0,1,2,4
1,0,2,1,0,2,5,68.0,5000.0,19,24,9959.0,1,2,4
11,1,0,1,0,2,5,85.0,5000.0,26,34,9295.0,1,4,4
19,0,2,1,0,2,5,102.0,4800.0,16,42,18280.0,1,2,4
17,1,2,1,0,2,1,101.0,5900.0,31,38,35550.0,1,2,4
11,0,3,1,0,2,5,102.0,5250.0,24,39,5118.0,1,4,6
13,1,2,2,0,2,5,111.0,5800.0,27,29,16515.0,1,2,4
19,0,4,1,0,4,5,100.0,5200.0,29,36,12440.0,1,4,4
20,0,2,1,0,2,5,110.0,5100.0,28,22,6918.0,1,2,4
9,0,3,1,0,2,1,70.0,5500.0,27,20,13950.0,1,4,4
7,1,3,1,0,3,5,82.0,4800.0,24,25,5348.0,1,4,4
13,0,3,2,0,2,5,90.0,5200.0,23,28,34028.0,1,4,4
13,1,2,2,0,5,1,102.0,4800.0,18,25,7957.0,1,4,5
21,0,3,1,0,2,5,116.0,4200.0,24,47,7499.0,1,4,6
13,0,3,1,0,2,5,70.0,4800.0,19,36,16503.0,1,2,4
8,0,2,2,0,2,1,90.0,5500.0,21,28,36000.0,1,4,6
20,1,4,2,0,2,5,84.0,4800.0,19,23,8358.0,0,4,6
11,0,3,1,0,2,5,160.0,5200.0,24,33,13295.0,1,4,6
8,1,3,2,0,0,4,68.0,5400.0,34,41,31600.0,1,4,4
5,1,0,1,0,3,1,116.0,5200.0,13,23,15998.0,1,4,8
8,1,3,2,0,2,0,121.0,5200.0,31,34,11248.0,1,4,4
15,0,2,2,0,2,1,90.0,5200.0,31,34,7957.0,1,2,4
8,0,2,1,0,2,5,94.0,6000.0,24,53,7995.0,0,2,4
1,0,2,1,0,2,5,97.0,5000.0,24,24,9298.0,1,2,4
11,0,1,1,0,2,5,68.0,5000.0,27,27,6229.0,1,4,4
21,1,3,1,0,1,5,102.0,6000.0,19,26,6849.0,1,4,4
8,0,2,0,0,2,1,156.0,5500.0,23,28,15750.0,1,2,4
1,1,3,2,0,2,1,110.0,5250.0,24,37,5572.0,1,4,4
11,0,3,2,0,2,1,62.0,5200.0,31,32,21485.0,1,4,4
12,0,2,1,0,2,5,110.0,5125.369458128079,30,24,6918.0,1,4,4
20,0,3,2,0,2,1,60.0,5900.0,25,22,18420.0,0,2,4
12,0,3,1,0,4,5,68.0,5800.0,31,43,7898.0,1,4,4
19,1,2,2,0,2,5,111.0,5500.0,31,38,6989.0,1,2,4
5,0,2,2,0,2,1,88.0,4800.0,19,29,16925.0,0,4,4
14,0,4,1,0,1,1,123.0,5200.0,15,30,16925.0,0,4,4
12,1,2,1,0,2,1,68.0,5500.0,17,22,7775.0,1,2,4
19,0,3,1,0,2,5,90.0,5500.0,27,25,8921.0,0,2,4
13,0,2,2,0,2,3,145.0,5000.0,27,26,34184.0,0,4,4
19,0,3,2,0,3,1,88.0,4800.0,17,32,20970.0,1,4,4
17,0,2,2,0,2,5,68.0,4350.0,27,32,13200.0,1,2,4
12,0,3,1,0,2,1,121.0,4200.0,25,34,18150.0,1,4,6
19,1,3,2,0,3,5,161.0,5400.0,19,24,8499.0,0,4,4
8,0,0,1,0,2,1,90.0,5400.0,29,37,8845.0,1,2,4
4,0,3,2,0,2,5,68.0,5500.0,24,37,21105.0,1,4,4
13,0,1,1,0,2,1,52.0,4750.0,26,37,9279.0,1,4,4
12,0,2,1,0,2,5,162.0,4800.0,31,43,7499.0,0,2,4
19,0,3,1,0,2,1,116.0,5500.0,29,25,8195.0,1,4,4
14,1,2,2,0,2,5,175.0,5000.0,31,25,5399.0,1,2,6
2,1,2,1,0,2,1,156.0,4800.0,20,42,32528.0,1,4,4
20,0,2,0,0,2,1,62.0,5200.0,27,30,16515.0,1,2,6
20,0,3,0,1,2,5,184.0,5000.0,16,30,16900.0,1,4,6
1,0,2,1,0,4,3,114.0,4250.0,31,42,18620.0,1,4,4
20,0,3,0,0,2,5,68.0,5100.0,23,32,31600.0,0,4,4
20,1,2,1,0,2,5,62.0,4800.0,17,36,9960.0,1,4,4
21,1,1,2,0,2,5,86.0,5200.0,24,31,6855.0,1,2,4
8,0,3,2,0,2,1,123.0,4150.0,21,38,8249.0,1,4,4
8,0,2,1,0,2,1,88.0,5500.0,19,34,8013.0,1,2,6
19,0,3,2,0,3,1,69.0,5400.0,18,29,15510.0,1,2,4
19,1,2,1,0,2,5,70.0,5400.0,19,33,40960.0,1,4,4
0,0,3,1,0,2,5,68.0,5200.0,24,28,34028.0,1,2,4
18,0,1,1,0,2,1,84.0,5400.0,17,46,8845.0,0,2,6
8,0,2,1,0,2,1,121.0,4200.0,30,28,15998.0,1,2,6
2,0,2,1,0,4,0,94.0,5100.0,22,31,8558.0,1,4,4
18,0,3,1,0,3,2,123.0,5200.0,38,25,7299.0,0,2,6
1,0,2,0,0,2,1,76.0,4800.0,31,30,36000.0,1,4,4
16,0,3,1,0,1,1,95.0,4250.0,23,38,45400.0,1,4,6
18,0,4,1,0,2,1,116.0,4800.0,17,41,11694.0,1,2,4
20,0,3,1,0,3,6,70.0,5400.0,31,36,7957.0,0,2,2
17,1,2,1,0,3,5,110.0,5800.0,17,34,13499.0,1,4,2
20,0,2,1,0,2,5,116.0,4200.0,23,27,12629.0,1,2,4
17,0,2,1,0,4,3,68.0,5500.0,24,25,6229.0,1,4,4
8,1,4,1,0,2,5,70.0,4500.0,25,37,8499.0,1,2,6
19,0,3,1,0,5,1,97.0,5400.0,19,30,5389.0,1,4,4
15,0,2,2,0,2,5,102.0,4500.0,23,28,11595.0,1,2,4
5,0,2,2,0,2,1,114.0,5000.0,35,32,7099.0,1,2,4
13,0,3,2,0,2,5,106.0,5125.369458128079,23,22,5118.0,1,4,5
8,0,3,2,0,0,1,184.0,5500.0,19,24,13950.0,1,2,6
4,0,2,2,0,2,5,110.0,6000.0,31,25,6189.0,0,2,4
19,0,3,2,0,2,1,176.0,5400.0,23,22,28248.0,0,2,4
8,0,2,2,0,2,5,123.0,5500.0,31,38,8949.0,1,4,4
0,0,3,2,0,2,5,121.0,4800.0,15,34,6989.0,1,4,4
8,0,3,2,0,4,6,85.0,5200.0,21,38,13200.0,0,2,4
5,0,3,1,0,2,1,145.0,4650.0,31,33,15040.0,1,4,2
3,0,3,1,0,2,1,58.0,4800.0,23,24,5389.0,1,2,5
4,1,4,1,0,2,1,84.0,5000.0,31,33,7957.0,0,4,4
18,0,2,1,0,1,5,68.0,4150.0,36,32,5499.0,1,4,4
4,0,2,1,0,2,1,162.0,5200.0,19,24,11549.0,1,2,5
13,0,4,1,0,1,5,116.0,5200.0,15,27,5389.0,1,2,6
12,0,2,2,0,2,5,182.0,5500.0,26,23,6692.0,1,2,4
19,0,4,1,0,5,6,69.0,4800.0,27,23,13499.0,1,4,4
18,0,3,1,0,4,5,68.0,5500.0,31,31,17075.0,1,4,4
2,0,2,1,0,1,6,85.0,4800.0,18,23,11850.0,1,4,4
0,0,3,1,0,2,1,152.0,4800.0,21,41,6377.0,1,4,4
8,0,3,2,0,2,1,116.0,5000.0,25,33,16500.0,1,4,4
14,0,2,1,0,2,1,116.0,5000.0,22,34,45400.0,1,4,4
12,1,3,1,0,2,5,58.0,5500.0,25,28,18399.0,1,4,4
13,0,2,2,1,2,5,111.0,4200.0,19,24,7957.0,1,2,4
21,1,3,1,0,1,1,110.0,4150.0,21,34,6938.0,1,2,4
20,1,2,2,0,2,5,116.0,4800.0,19,29,7295.0,1,4,4
4,0,0,1,0,3,5,102.0,4800.0,29,27,10898.0,0,2,4
8,1,4,2,0,2,5,154.0,5800.0,30,32,7738.0,1,2,4
4,0,2,2,0,2,1,152.0,4800.0,19,24,7775.0,1,4,4
19,0,3,1,0,1,1,68.0,5000.0,29,29,16845.0,1,4,4
1,1,3,2,0,2,0,60.0,4800.0,47,23,13845.0,1,4,4
13,0,3,2,0,2,5,142.0,4650.0,30,25,6229.0,1,2,4
18,0,2,2,0,1,5,97.0,4750.0,19,28,6785.0,1,4,4
5,0,3,1,0,2,5,92.0,5400.0,26,26,13415.0,1,4,4
17,0,3,1,0,0,4,97.0,5500.0,31,18,16900.0,0,4,6
19,0,4,1,0,2,1,114.0,5500.0,24,37,5572.0,1,4,4
9,1,3,1,0,4,1,114.0,5800.0,27,34,8358.0,0,2,4
17,0,3,1,0,4,5,76.0,4500.0,19,28,9258.0,1,2,4
12,0,0,1,0,4,1,95.0,4800.0,31,32,9980.0,0,2,4
8,0,3,1,0,2,1,94.0,5500.0,37,24,7053.0,1,4,4
8,1,3,1,0,2,5,154.0,5500.0,19,22,12764.0,1,4,4
5,0,4,1,0,2,2,56.0,4150.0,26,24,13845.0,0,2,4
18,0,2,2,0,2,3,110.0,4800.0,24,43,6692.0,0,2,4
2,0,2,1,0,2,1,72.0,4500.0,31,38,17669.0,1,2,4
4,0,3,1,0,0,1,97.0,4800.0,31,46,11845.0,1,4,4
21,0,4,1,0,0,5,69.0,4750.0,23,37,11900.0,1,2,4
5,0,2,1,0,2,1,110.0,5500.0,19,30,18344.0,1,4,4
5,0,3,2,0,2,1,116.0,4800.0,25,28,37028.0,1,2,4
4,0,3,1,0,2,5,73.0,4750.0,26,38,8358.0,1,2,4
4,0,3,1,0,2,1,152.0,4150.0,27,19,7463.0,1,4,6
5,0,4,2,0,2,1,68.0,5250.0,31,28,15750.0,0,2,4
21,0,2,2,0,2,1,69.0,5500.0,23,29,6669.0,1,2,6
21,0,2,1,0,0,6,101.0,5500.0,31,41,8249.0,1,2,4
13,0,3,1,0,2,3,111.0,5500.0,27,32,8948.0,1,4,12
9,0,3,2,0,2,2,160.0,5100.0,19,32,11245.0,0,2,4
12,0,2,1,0,2,1,160.0,5400.0,19,30,11694.0,1,4,8
19,0,3,1,0,2,5,160.0,5000.0,24,32,7126.0,1,4,4
20,1,3,2,0,0,0,69.0,5250.0,34,24,8778.0,1,2,4
14,0,1,1,0,2,1,121.0,4750.0,20,34,8921.0,1,2,4
8,1,2,1,1,2,3,116.0,5200.0,20,38,8778.0,1,2,4
12,0,3,1,0,2,1,100.0,5250.0,27,23,16845.0,1,2,4
12,0,3,1,0,2,5,68.0,4750.0,23,38,18344.0,0,2,4
8,0,2,1,0,4,0,86.0,5250.0,31,33,11850.0,1,4,4
21,1,2,2,0,2,1,84.0,4800.0,31,25,6849.0,1,2,4
19,0,4,1,0,2,1,112.0,5000.0,22,38,6849.0,1,4,4
19,0,3,1,0,2,1,134.0,5000.0,16,32,8195.0,1,4,4
5,0,3,2,0,2,5,156.0,4500.0,23,32,18344.0,0,4,4
11,0,3,1,0,2,1,70.0,5500.0,27,47,8058.0,1,2,5
12,0,3,1,0,2,5,162.0,5500.0,30,29,7295.0,1,2,5
12,0,2,2,0,1,5,145.0,5200.0,27,28,8013.0,1,2,6
11,0,0,2,0,2,5,143.0,5200.0,30,30,8499.0,0,4,4
20,0,2,2,0,2,6,86.0,5500.0,19,47,10698.0,1,4,4
9,1,2,1,0,4,6,154.0,5000.0,21,34,15645.0,1,4,4
14,0,3,1,0,5,3,86.0,4200.0,14,38,12764.0,1,2,6
19,1,3,2,0,2,1,114.0,5000.0,24,41,8948.0,1,4,4
4,0,3,2,0,2,5,84.0,5200.0,21,19,7295.0,0,2,4
13,0,3,2,0,2,1,76.0,4150.0,23,25,5572.0,1,2,4
1,0,0,2,1,2,1,62.0,5500.0,19,22,37028.0,1,4,6
19,0,2,1,0,0,6,68.0,4200.0,29,38,8921.0,0,2,4
5,0,2,1,0,2,1,84.0,5400.0,19,23,18280.0,1,2,8
18,1,2,1,0,2,3,145.0,5500.0,23,27,9980.0,1,2,4
13,0,3,1,0,2,1,73.0,5250.0,19,22,6095.0,1,4,4
18,0,4,2,0,2,0,70.0,5200.0,31,30,35056.0,1,4,4
19,0,2,2,0,2,5,142.0,5000.0,19,16,6189.0,1,2,2
20,0,2,2,0,2,5,145.0,5000.0,19,41,35550.0,0,2,4
2,0,0,1,0,0,0,68.0,5200.0,17,34,7957.0,1,2,4
20,0,3,1,0,5,1,111.0,5500.0,24,36,18344.0,1,2,4
19,0,3,1,0,2,5,114.0,5500.0,19,25,7053.0,1,4,4
11,1,2,1,0,2,5,69.0,4150.0,17,34,8845.0,1,4,4
11,1,3,1,0,2,5,70.0,5200.0,31,33,6692.0,1,4,4
19,0,3,1,0,2,1,140.0,4150.0,24,16,15750.0,0,4,4
19,0,3,1,0,0,3,182.0,5000.0,31,25,9960.0,0,2,4
21,1,2,1,0,3,1,68.0,4800.0,26,20,34028.0,1,4,6
5,1,3,1,0,2,1,82.0,4800.0,15,34,11850.0,1,4,4
11,0,3,1,0,2,5,155.0,5500.0,26,24,18280.0,1,4,4
18,0,3,2,0,2,1,68.0,4350.0,24,33,7603.0,1,2,4
12,0,2,1,0,2,5,121.0,5200.0,27,31,9989.0,1,2,4
20,0,3,1,1,0,1,176.0,5000.0,27,34,6529.0,1,4,4
4,0,2,1,0,2,1,82.0,5500.0,23,30,9279.0,1,2,4
3,0,2,2,1,2,6,52.0,5200.0,31,28,8558.0,0,4,6
5,0,3,2,0,2,5,110.0,5200.0,25,23,10898.0,1,2,2
19,0,3,1,0,0,3,84.0,5500.0,31,18,15690.0,1,4,4
19,0,2,1,0,2,1,60.0,5000.0,31,25,15690.0,1,2,6
19,0,3,0,0,2,5,70.0,5500.0,38,25,9495.0,1,2,2
1,0,4,2,0,2,3,114.0,5500.0,16,29,45400.0,1,2,4
8,0,0,1,0,2,0,115.0,5300.0,24,34,34184.0,1,4,4
19,0,2,1,0,2,5,69.0,5800.0,19,33,37028.0,0,4,6
19,0,3,1,0,2,3,182.0,4500.0,24,22,12629.0,1,4,4
2,0,3,1,0,2,5,70.0,4800.0,21,53,8495.0,1,4,4
17,1,3,2,0,4,0,56.0,5500.0,27,37,6338.0,1,4,6
17,0,3,2,0,3,5,48.0,4800.0,27,34,6377.0,1,2,4
9,0,3,2,0,2,1,116.0,5500.0,26,23,8013.0,1,4,4
12,0,3,0,0,2,0,114.0,5900.0,27,25,8921.0,1,4,4
12,0,4,1,0,2,1,68.0,6000.0,24,43,11850.0,1,4,4
11,1,3,1,0,2,3,152.0,4800.0,19,38,15645.0,0,4,4
2,0,3,0,0,2,5,142.0,5000.0,26,33,5118.0,1,2,5
21,0,4,2,0,2,5,116.0,4800.0,21,27,7499.0,1,2,4
9,1,3,1,0,2,1,60.0,5125.369458128079,17,31,7349.0,1,4,6
8,1,2,2,0,2,1,68.0,5200.0,15,41,23875.0,1,4,4
17,0,3,1,0,2,1,114.0,5125.369458128079,31,20,8921.0,1,2,2
20,1,2,1,0,2,5,69.0,5200.0,19,24,20970.0,1,2,4
19,0,2,1,0,2,1,69.0,5500.0,31,30,32528.0,1,4,4
15,0,3,1,0,2,5,142.0,5000.0,24,24,10698.0,1,2,4
17,0,2,2,0,2,1,68.0,4800.0,31,27,18280.0,1,4,5
20,0,3,1,0,2,5,134.0,5200.0,21,23,6095.0,1,4,6
19,0,2,1,0,2,1,68.0,5500.0,23,18,19045.0,0,2,6
12,0,2,1,0,2,5,84.0,4800.0,17,16,6189.0,1,2,4
12,0,4,1,0,2,1,152.0,5000.0,14,29,12940.0,1,2,4
19,0,3,1,0,2,1,123.0,5000.0,19,32,11259.0,1,2,4
13,0,3,1,0,2,5,62.0,5200.0,31,25,35056.0,1,4,4
18,1,2,1,0,2,6,134.0,5800.0,36,33,45400.0,1,4,4
21,0,0,0,0,2,0,101.0,5500.0,17,32,6849.0,1,2,4
20,0,3,2,0,0,5,104.256157635468,5400.0,21,29,15985.0,1,4,12
19,0,3,2,0,2,5,88.0,5800.0,24,41,15580.0,1,2,4
12,0,4,2,0,1,5,62.0,5200.0,19,37,15250.0,1,2,4
19,1,3,1,0,3,5,262.0,4800.0,27,25,12170.0,1,2,4
17,0,3,1,0,2,5,58.0,5800.0,27,29,16430.0,1,4,6
18,0,2,2,0,2,0,116.0,5500.0,17,32,23875.0,1,4,4
19,0,2,1,0,2,1,154.0,4400.0,31,38,14489.0,1,4,4
9,0,2,1,0,3,1,104.256157635468,4750.0,31,25,7957.0,1,2,4
12,0,3,1,0,2,1,121.0,5500.0,31,37,21485.0,1,4,4
1,0,2,1,0,2,1,207.0,4500.0,13,41,11694.0,0,2,4
8,1,2,2,0,2,3,95.0,4800.0,31,31,8238.0,0,4,4
2,0,2,2,0,2,0,123.0,4150.0,24,31,7788.0,1,4,6
19,1,3,2,0,2,5,154.0,4800.0,17,22,6795.0,1,4,6
18,1,3,2,0,2,2,86.0,4400.0,47,38,5348.0,1,4,4
18,0,3,2,0,2,1,68.0,5000.0,29,22,12940.0,1,2,4
13,0,1,1,0,2,1,121.0,5500.0,21,37,9995.0,1,4,4
19,0,3,2,0,2,1,68.0,4800.0,24,33,13495.0,0,2,4
13,0,3,2,0,4,1,110.0,5000.0,15,19,6989.0,0,2,4
1,0,3,1,0,2,5,140.0,4150.0,18,37,9279.0,1,4,6
11,0,2,2,0,2,1,94.0,4800.0,25,34,16500.0,1,2,4
20,0,3,1,0,2,1,62.0,5500.0,26,54,7499.0,1,2,4
18,0,3,1,0,3,5,68.0,5500.0,31,37,11245.0,1,2,4
0,0,2,1,0,0,5,88.0,6000.0,22,31,18420.0,1,4,4
21,1,3,1,0,4,5,94.0,6000.0,24,46,12170.0,0,2,2
21,0,3,2,0,2,1,85.0,4800.0,31,30,7126.0,0,2,4
20,0,3,1,0,3,5,111.0,4400.0,19,30,7349.0,1,2,4
4,0,3,2,0,2,5,86.0,5000.0,23,25,6989.0,1,4,4
7,0,3,1,0,2,3,68.0,6600.0,19,28,9639.0,1,4,6
4,0,3,2,0,2,3,68.0,5500.0,23,38,6989.0,1,4,6
21,0,3,1,0,2,3,143.0,4800.0,26,30,6695.0,1,2,4
19,0,2,2,0,2,5,121.0,4750.0,31,31,8449.0,1,4,4
14,0,3,1,0,2,1,82.0,4800.0,30,34,13860.0,1,4,4
12,0,4,1,0,2,1,92.0,5500.0,23,23,12629.0,1,2,6
4,0,3,1,0,2,1,69.0,4800.0,35,19,9258.0,1,2,4
8,0,3,1,0,4,5,156.0,4200.0,31,33,16500.0,1,2,4
21,1,3,2,0,2,5,110.0,5000.0,19,25,18280.0,1,4,12
19,0,2,1,0,2,1,110.0,5200.0,31,36,8449.0,1,4,4
2,1,2,1,0,2,5,110.0,5000.0,19,32,7609.0,1,4,6
13,1,3,1,0,2,1,104.256157635468,5200.0,32,26,10795.0,1,2,6
8,0,4,2,0,2,3,94.0,5500.0,15,29,7799.0,1,2,4
19,0,3,1,0,0,5,90.0,4350.0,31,50,11850.0,1,2,5
11,0,3,1,0,1,5,116.0,5200.0,31,31,10245.0,1,4,6
19,1,3,1,0,2,6,70.0,6000.0,31,32,11549.0,1,4,4
12,1,3,1,0,2,5,116.0,4800.0,15,31,16515.0,1,4,4
18,0,3,2,0,0,3,68.0,5200.0,19,30,7295.0,1,4,6
12,0,2,2,0,4,1,84.0,4800.0,31,37,7975.0,1,4,4
0,1,3,2,0,1,5,120.0,5000.0,38,38,6479.0,1,4,4
13,0,1,2,0,2,3,175.0,4150.0,47,28,14489.0,1,2,4
5,0,3,2,0,2,3,110.0,4750.0,21,25,36000.0,0,2,4
19,1,3,1,0,2,5,95.0,5500.0,37,30,7995.0,1,4,4
20,0,2,2,0,2,6,82.0,4500.0,34,39,12964.0,1,2,2
12,0,4,2,0,2,1,97.0,5500.0,30,29,36000.0,1,4,4
20,0,0,1,0,2,3,69.0,4250.0,17,22,7975.0,1,4,4
20,0,4,1,0,3,1,155.0,5000.0,27,30,14869.0,0,2,4
13,0,3,1,0,1,1,207.0,5200.0,26,25,5572.0,1,4,4
