manufacturer,aspiration,doors,body,drive,engine_location,engine_type,cylinders,fuel_system,horsepower,peak_rpm,city_mpg,highway_mpg,price,diesel,gas
volkswagen,turbo,two,sedan,rwd,front,dohc,four,1bbl,69.0,5250.0,34,24,8778.0,0,1
plymouth,std,two,hardtop,fwd,front,ohc,four,2bbl,121.0,4750.0,20,34,8921.0,0,1
mazda,turbo,two,hatchback,fwd,rear,ohc,four,idi,116.0,5200.0,20,38,8778.0,0,1
nissan,std,two,sedan,fwd,front,ohc,four,2bbl,100.0,5250.0,27,23,16845.0,0,1
nissan,std,two,sedan,fwd,front,ohc,four,mpfi,68.0,4750.0,23,38,18344.0,1,0
mazda,std,four,hatchback,fwd,front,ohcv,four,1bbl,86.0,5250.0,31,33,11850.0,0,1
volvo,turbo,two,hatchback,rwd,front,ohc,four,2bbl,84.0,4800.0,31,25,6849.0,0,1
toyota,std,four,wagon,fwd,front,ohc,four,2bbl,112.0,5000.0,22,38,6849.0,0,1
toyota,std,four,sedan,fwd,front,ohc,four,2bbl,134.0,5000.0,16,32,8195.0,0,1
honda,std,four,sedan,rwd,front,ohc,four,mpfi,156.0,4500.0,23,32,18344.0,1,0
mitsubishi,std,two,sedan,fwd,front,ohc,five,2bbl,70.0,5500.0,27,47,8058.0,0,1
nissan,std,two,sedan,fwd,front,ohc,five,mpfi,162.0,5500.0,30,29,7295.0,0,1
nissan,std,two,hatchback,rwd,front,l,six,mpfi,145.0,5200.0,27,28,8013.0,0,1
mitsubishi,std,four,convertible,rwd,front,ohc,four,mpfi,143.0,5200.0,30,30,8499.0,1,0
volkswagen,std,four,hatchback,rwd,front,ohc,four,spdi,86.0,5500.0,19,47,10698.0,0,1
mercedes-benz,turbo,four,hatchback,fwd,front,ohcv,four,spdi,154.0,5000.0,21,34,15645.0,0,1
plymouth,std,two,sedan,fwd,front,rotor,six,idi,86.0,4200.0,14,38,12764.0,0,1
toyota,turbo,four,sedan,rwd,front,ohc,four,2bbl,114.0,5000.0,24,41,8948.0,0,1
dodge,std,two,sedan,rwd,front,ohc,four,mpfi,84.0,5200.0,21,19,7295.0,1,0
peugot,std,two,sedan,rwd,front,ohc,four,2bbl,76.0,4150.0,23,25,5572.0,0,1
audi,std,four,convertible,rwd,rear,ohc,six,2bbl,62.0,5500.0,19,22,37028.0,0,1
toyota,std,two,hatchback,fwd,front,dohc,four,spdi,68.0,4200.0,29,38,8921.0,1,0
honda,std,two,hatchback,fwd,front,ohc,eight,2bbl,84.0,5400.0,19,23,18280.0,0,1
subaru,turbo,two,hatchback,fwd,front,ohc,four,idi,145.0,5500.0,23,27,9980.0,0,1
peugot,std,four,sedan,fwd,front,ohc,four,2bbl,73.0,5250.0,19,22,6095.0,0,1
subaru,std,four,wagon,rwd,front,ohc,four,1bbl,70.0,5200.0,31,30,35056.0,0,1
toyota,std,two,hatchback,rwd,front,ohc,two,mpfi,142.0,5000.0,19,16,6189.0,0,1
volkswagen,std,two,hatchback,rwd,front,ohc,four,mpfi,145.0,5000.0,19,41,35550.0,1,0
bmw,std,two,convertible,fwd,front,dohc,four,1bbl,68.0,5200.0,17,34,7957.0,0,1
volkswagen,std,two,sedan,fwd,front,rotor,four,2bbl,111.0,5500.0,24,36,18344.0,0,1
toyota,std,four,sedan,fwd,front,ohc,four,mpfi,114.0,5500.0,19,25,7053.0,0,1
mitsubishi,turbo,four,hatchback,fwd,front,ohc,four,mpfi,69.0,4150.0,17,34,8845.0,0,1
mitsubishi,turbo,four,sedan,fwd,front,ohc,four,mpfi,70.0,5200.0,31,33,6692.0,0,1
toyota,std,four,sedan,fwd,front,ohc,four,2bbl,140.0,4150.0,24,16,15750.0,1,0
toyota,std,two,sedan,fwd,front,dohc,four,idi,182.0,5000.0,31,25,9960.0,1,0
volvo,turbo,four,hatchback,fwd,front,ohcf,six,2bbl,68.0,4800.0,26,20,34028.0,0,1
honda,turbo,four,sedan,fwd,front,ohc,four,2bbl,82.0,4800.0,15,34,11850.0,0,1
mitsubishi,std,four,sedan,fwd,front,ohc,four,mpfi,155.0,5500.0,26,24,18280.0,0,1
subaru,std,two,sedan,rwd,front,ohc,four,2bbl,68.0,4350.0,24,33,7603.0,0,1
nissan,std,two,hatchback,fwd,front,ohc,four,mpfi,121.0,5200.0,27,31,9989.0,0,1
volkswagen,std,four,sedan,fwd,rear,dohc,four,2bbl,176.0,5000.0,27,34,6529.0,0,1
dodge,std,two,hatchback,fwd,front,ohc,four,2bbl,82.0,5500.0,23,30,9279.0,0,1
chevrolet,std,four,hatchback,rwd,rear,ohc,six,spdi,52.0,5200.0,31,28,8558.0,1,0
honda,std,two,sedan,rwd,front,ohc,two,mpfi,110.0,5200.0,25,23,10898.0,0,1
toyota,std,four,sedan,fwd,front,dohc,four,idi,84.0,5500.0,31,18,15690.0,0,1
toyota,std,two,hatchback,fwd,front,ohc,six,2bbl,60.0,5000.0,31,25,15690.0,0,1
toyota,std,two,sedan,4wd,front,ohc,two,mpfi,70.0,5500.0,38,25,9495.0,0,1
audi,std,two,wagon,rwd,front,ohc,four,idi,114.0,5500.0,16,29,45400.0,0,1
mazda,std,four,convertible,fwd,front,ohc,four,1bbl,115.0,5300.0,24,34,34184.0,0,1
toyota,std,four,hatchback,fwd,front,ohc,six,mpfi,69.0,5800.0,19,33,37028.0,1,0
toyota,std,four,sedan,fwd,front,ohc,four,idi,182.0,4500.0,24,22,12629.0,0,1
bmw,std,four,sedan,fwd,front,ohc,four,mpfi,70.0,4800.0,21,53,8495.0,0,1
saab,turbo,four,sedan,rwd,front,ohcv,six,1bbl,56.0,5500.0,27,37,6338.0,0,1
saab,std,two,sedan,rwd,front,ohcf,four,mpfi,48.0,4800.0,27,34,6377.0,0,1
mercedes-benz,std,four,sedan,rwd,front,ohc,four,2bbl,116.0,5500.0,26,23,8013.0,0,1
nissan,std,four,sedan,4wd,front,ohc,four,1bbl,114.0,5900.0,27,25,8921.0,0,1
nissan,std,four,wagon,fwd,front,ohc,four,2bbl,68.0,6000.0,24,43,11850.0,0,1
mitsubishi,turbo,four,sedan,fwd,front,ohc,four,idi,152.0,4800.0,19,38,15645.0,1,0
bmw,std,two,sedan,4wd,front,ohc,five,mpfi,142.0,5000.0,26,33,5118.0,0,1
volvo,std,two,wagon,rwd,front,ohc,four,mpfi,116.0,4800.0,21,27,7499.0,0,1
mercedes-benz,turbo,four,sedan,fwd,front,ohc,six,2bbl,60.0,5125.369458128079,17,31,7349.0,0,1
mazda,turbo,four,hatchback,rwd,front,ohc,four,2bbl,68.0,5200.0,15,41,23875.0,0,1
saab,std,two,sedan,fwd,front,ohc,two,2bbl,114.0,5125.369458128079,31,20,8921.0,0,1
volkswagen,turbo,two,hatchback,fwd,front,ohc,four,mpfi,69.0,5200.0,19,24,20970.0,0,1
toyota,std,four,hatchback,fwd,front,ohc,four,2bbl,69.0,5500.0,31,30,32528.0,0,1
porsche,std,two,sedan,fwd,front,ohc,four,mpfi,142.0,5000.0,24,24,10698.0,0,1
saab,std,four,hatchback,rwd,front,ohc,five,2bbl,68.0,4800.0,31,27,18280.0,0,1
volkswagen,std,four,sedan,fwd,front,ohc,six,mpfi,134.0,5200.0,21,23,6095.0,0,1
toyota,std,two,hatchback,fwd,front,ohc,six,2bbl,68.0,5500.0,23,18,19045.0,1,0
nissan,std,two,hatchback,fwd,front,ohc,four,mpfi,84.0,4800.0,17,16,6189.0,0,1
nissan,std,two,wagon,fwd,front,ohc,four,2bbl,152.0,5000.0,14,29,12940.0,0,1
toyota,std,two,sedan,fwd,front,ohc,four,2bbl,123.0,5000.0,19,32,11259.0,0,1
peugot,std,four,sedan,fwd,front,ohc,four,mpfi,62.0,5200.0,31,25,35056.0,0,1
subaru,turbo,four,hatchback,fwd,front,ohc,four,spdi,134.0,5800.0,36,33,45400.0,0,1
volvo,std,two,convertible,4wd,front,ohc,four,1bbl,101.0,5500.0,17,32,6849.0,0,1
volkswagen,std,four,sedan,rwd,front,dohc,twelve,mpfi,104.256157635468,5400.0,21,29,15985.0,0,1
toyota,std,two,sedan,rwd,front,ohc,four,mpfi,88.0,5800.0,24,41,15580.0,0,1
nissan,std,two,wagon,rwd,front,l,four,mpfi,62.0,5200.0,19,37,15250.0,0,1
toyota,turbo,two,sedan,fwd,front,ohcf,four,mpfi,262.0,4800.0,27,25,12170.0,0,1
saab,std,four,sedan,fwd,front,ohc,six,mpfi,58.0,5800.0,27,29,16430.0,0,1
subaru,std,four,hatchback,rwd,front,ohc,four,1bbl,116.0,5500.0,17,32,23875.0,0,1
toyota,std,four,hatchback,fwd,front,ohc,four,2bbl,154.0,4400.0,31,38,14489.0,0,1
mercedes-benz,std,two,hatchback,fwd,front,ohcf,four,2bbl,104.256157635468,4750.0,31,25,7957.0,0,1
nissan,std,four,sedan,fwd,front,ohc,four,2bbl,121.0,5500.0,31,37,21485.0,0,1
audi,std,two,hatchback,fwd,front,ohc,four,2bbl,207.0,4500.0,13,41,11694.0,1,0
mazda,turbo,four,hatchback,rwd,front,ohc,four,idi,95.0,4800.0,31,31,8238.0,1,0
bmw,std,four,hatchback,rwd,front,ohc,six,1bbl,123.0,4150.0,24,31,7788.0,0,1
toyota,turbo,four,sedan,rwd,front,ohc,six,mpfi,154.0,4800.0,17,22,6795.0,0,1
subaru,turbo,four,sedan,rwd,front,ohc,four,4bbl,86.0,4400.0,47,38,5348.0,0,1
subaru,std,two,sedan,rwd,front,ohc,four,2bbl,68.0,5000.0,29,22,12940.0,0,1
peugot,std,four,hardtop,fwd,front,ohc,four,2bbl,121.0,5500.0,21,37,9995.0,0,1
toyota,std,two,sedan,rwd,front,ohc,four,2bbl,68.0,4800.0,24,33,13495.0,1,0
peugot,std,two,sedan,rwd,front,ohcv,four,2bbl,110.0,5000.0,15,19,6989.0,1,0
audi,std,four,sedan,fwd,front,ohc,six,mpfi,140.0,4150.0,18,37,9279.0,0,1
mitsubishi,std,two,hatchback,rwd,front,ohc,four,2bbl,94.0,4800.0,25,34,16500.0,0,1
volkswagen,std,two,sedan,fwd,front,ohc,four,2bbl,62.0,5500.0,26,54,7499.0,0,1
subaru,std,two,sedan,fwd,front,ohcf,four,mpfi,68.0,5500.0,31,37,11245.0,0,1
alfa-romero,std,four,hatchback,fwd,front,dohc,four,mpfi,88.0,6000.0,22,31,18420.0,0,1
volvo,turbo,two,sedan,fwd,front,ohcv,two,mpfi,94.0,6000.0,24,46,12170.0,1,0
volvo,std,two,sedan,rwd,front,ohc,four,2bbl,85.0,4800.0,31,30,7126.0,1,0
volkswagen,std,two,sedan,fwd,front,ohcf,four,mpfi,111.0,4400.0,19,30,7349.0,0,1
dodge,std,four,sedan,rwd,front,ohc,four,mpfi,86.0,5000.0,23,25,6989.0,0,1
jaguar,std,four,sedan,fwd,front,ohc,six,idi,68.0,6600.0,19,28,9639.0,0,1
dodge,std,four,sedan,rwd,front,ohc,six,idi,68.0,5500.0,23,38,6989.0,0,1
volvo,std,two,sedan,fwd,front,ohc,four,idi,143.0,4800.0,26,30,6695.0,0,1
toyota,std,four,hatchback,rwd,front,ohc,four,mpfi,121.0,4750.0,31,31,8449.0,0,1
plymouth,std,four,sedan,fwd,front,ohc,four,2bbl,82.0,4800.0,30,34,13860.0,0,1
nissan,std,two,wagon,fwd,front,ohc,six,2bbl,92.0,5500.0,23,23,12629.0,0,1
dodge,std,two,sedan,fwd,front,ohc,four,2bbl,69.0,4800.0,35,19,9258.0,0,1
mazda,std,two,sedan,fwd,front,ohcv,four,mpfi,156.0,4200.0,31,33,16500.0,0,1
volvo,turbo,four,sedan,rwd,front,ohc,twelve,mpfi,110.0,5000.0,19,25,18280.0,0,1
toyota,std,four,hatchback,fwd,front,ohc,four,2bbl,110.0,5200.0,31,36,8449.0,0,1
bmw,turbo,four,hatchback,fwd,front,ohc,six,mpfi,110.0,5000.0,19,32,7609.0,0,1
peugot,turbo,two,sedan,fwd,front,ohc,six,2bbl,104.256157635468,5200.0,32,26,10795.0,0,1
mazda,std,two,wagon,rwd,front,ohc,four,idi,94.0,5500.0,15,29,7799.0,0,1
toyota,std,two,sedan,fwd,front,dohc,five,mpfi,90.0,4350.0,31,50,11850.0,0,1
mitsubishi,std,four,sedan,fwd,front,l,six,mpfi,116.0,5200.0,31,31,10245.0,0,1
toyota,turbo,four,sedan,fwd,front,ohc,four,spdi,70.0,6000.0,31,32,11549.0,0,1
nissan,turbo,four,sedan,fwd,front,ohc,four,mpfi,116.0,4800.0,15,31,16515.0,0,1
subaru,std,four,sedan,rwd,front,dohc,six,idi,68.0,5200.0,19,30,7295.0,0,1
nissan,std,four,hatchback,rwd,front,ohcv,four,2bbl,84.0,4800.0,31,37,7975.0,0,1
alfa-romero,turbo,four,sedan,rwd,front,l,four,mpfi,120.0,5000.0,38,38,6479.0,0,1
peugot,std,two,hardtop,rwd,front,ohc,four,idi,175.0,4150.0,47,28,14489.0,0,1
honda,std,two,sedan,rwd,front,ohc,four,idi,110.0,4750.0,21,25,36000.0,1,0
toyota,turbo,four,sedan,fwd,front,ohc,four,mpfi,95.0,5500.0,37,30,7995.0,0,1
volkswagen,std,two,hatchback,rwd,front,ohc,two,spdi,82.0,4500.0,34,39,12964.0,0,1
nissan,std,four,wagon,rwd,front,ohc,four,2bbl,97.0,5500.0,30,29,36000.0,0,1
volkswagen,std,four,convertible,fwd,front,ohc,four,idi,69.0,4250.0,17,22,7975.0,0,1
volkswagen,std,two,wagon,fwd,front,ohcf,four,2bbl,155.0,5000.0,27,30,14869.0,1,0
peugot,std,four,sedan,fwd,front,l,four,2bbl,207.0,5200.0,26,25,5572.0,0,1
mazda,std,four,wagon,rwd,front,l,four,mpfi,52.0,5200.0,26,24,15985.0,0,1
volkswagen,std,two,sedan,fwd,front,ohc,four,mpfi,69.0,4750.0,27,20,9988.0,1,0
nissan,std,two,hatchback,fwd,front,ohcf,six,mpfi,101.0,5500.0,20,54,7295.0,1,0
alfa-romero,turbo,two,sedan,rwd,front,ohc,four,mpfi,85.0,5500.0,25,22,9989.0,0,1
alfa-romero,std,two,hardtop,fwd,front,ohcv,six,2bbl,92.0,4150.0,25,53,16845.0,0,1
volkswagen,std,four,hatchback,fwd,front,ohc,four,2bbl,120.0,5000.0,17,37,23875.0,0,1
porsche,std,four,hatchback,rwd,front,ohcf,four,idi,85.0,4800.0,17,31,32528.0,0,1
mitsubishi,turbo,two,sedan,rwd,front,ohc,four,2bbl,116.0,5400.0,15,25,10295.0,0,1
subaru,std,two,sedan,rwd,front,ohc,four,idi,86.0,4800.0,25,25,15985.0,0,1
toyota,std,four,hatchback,fwd,front,ohc,four,spdi,110.0,4800.0,27,30,9988.0,0,1
honda,turbo,two,sedan,fwd,front,ohcv,four,mpfi,101.0,4200.0,19,33,11048.0,1,0
mazda,std,four,sedan,rwd,front,ohc,four,mpfi,62.0,4800.0,30,29,10295.0,0,1
alfa-romero,turbo,two,hatchback,fwd,front,ohc,four,spdi,176.0,4800.0,20,53,6795.0,0,1
volvo,std,four,wagon,rwd,front,ohc,four,mpfi,200.0,4500.0,32,31,11549.0,0,1
honda,std,four,wagon,fwd,front,ohcv,four,mpfi,68.0,5400.0,17,31,8249.0,0,1
mitsubishi,turbo,four,sedan,fwd,front,dohc,six,mpfi,55.0,5500.0,25,37,13845.0,1,0
mercedes-benz,turbo,four,hatchback,rwd,front,ohc,six,idi,69.0,5500.0,21,24,18280.0,0,1
mazda,std,four,sedan,fwd,front,ohc,four,mpfi,64.0,5500.0,19,28,15580.0,0,1
toyota,std,four,sedan,4wd,front,ohc,four,mpfi,62.0,4800.0,31,32,23875.0,0,1
dodge,std,four,hardtop,fwd,front,ohc,four,2bbl,101.0,4900.0,19,24,17450.0,0,1
mercedes-benz,std,two,hatchback,fwd,front,ohc,four,mpfi,68.0,5250.0,19,19,31600.0,0,1
toyota,turbo,four,sedan,4wd,front,ohc,four,mpfi,160.0,4200.0,19,34,11850.0,0,1
volvo,std,four,hatchback,fwd,front,ohc,four,2bbl,145.0,5800.0,31,37,6692.0,1,0
volkswagen,std,four,hatchback,fwd,front,ohc,five,idi,156.0,5400.0,16,31,6229.0,0,1
toyota,std,two,hardtop,fwd,front,ohc,four,2bbl,95.0,5500.0,31,53,8195.0,1,0
toyota,std,two,convertible,rwd,front,ohc,six,mpfi,101.0,4800.0,30,50,5151.0,0,1
alfa-romero,std,four,sedan,fwd,front,ohc,six,2bbl,145.0,4500.0,37,18,16500.0,0,1
bmw,std,two,hatchback,rwd,front,ohcv,four,1bbl,104.256157635468,4800.0,24,37,14869.0,0,1
mazda,std,two,sedan,fwd,front,dohc,four,mpfi,175.0,4800.0,30,37,8189.0,0,1
toyota,turbo,four,hatchback,fwd,front,ohc,six,mpfi,86.0,4800.0,24,25,8249.0,0,1
nissan,turbo,two,sedan,fwd,front,ohc,four,idi,110.0,5200.0,27,25,32250.0,0,1
toyota,std,four,sedan,rwd,front,dohc,four,mpfi,69.0,4800.0,19,37,8013.0,1,0
bmw,turbo,four,sedan,fwd,front,ohcv,four,mpfi,85.0,5000.0,19,37,5348.0,0,1
mazda,std,four,wagon,fwd,front,dohc,four,mpfi,114.0,5200.0,28,32,31600.0,0,1
peugot,turbo,four,hatchback,rwd,front,ohc,four,idi,104.256157635468,5200.0,26,27,5499.0,0,1
toyota,std,four,hardtop,rwd,front,ohcv,four,mpfi,84.0,5500.0,24,30,6229.0,0,1
toyota,std,two,wagon,fwd,front,ohcv,four,mpfi,152.0,5800.0,18,41,41315.0,1,0
mazda,std,four,hatchback,rwd,front,ohc,six,mpfi,85.0,4150.0,31,37,28248.0,0,1
mercedes-benz,std,four,hatchback,fwd,front,ohc,four,mpfi,102.0,5500.0,19,24,5389.0,0,1
mazda,std,four,sedan,rwd,front,ohc,four,idi,70.0,5400.0,22,19,22470.0,0,1
nissan,std,four,sedan,fwd,front,ohcv,four,2bbl,69.0,5100.0,25,24,7295.0,1,0
peugot,std,two,wagon,fwd,front,ohc,four,1bbl,92.0,4800.0,19,24,12764.0,0,1
peugot,std,four,sedan,fwd,front,ohc,five,2bbl,68.0,4800.0,31,31,11259.0,0,1
mercedes-benz,turbo,four,sedan,fwd,front,ohcf,four,spfi,101.0,6000.0,20,31,7957.0,0,1
peugot,std,two,hatchback,4wd,front,ohc,four,mpfi,207.0,4500.0,19,29,6855.0,0,1
subaru,std,two,sedan,rwd,front,ohc,four,mpfi,68.0,4800.0,24,32,9989.0,0,1
mazda,turbo,two,hatchback,fwd,front,ohc,six,2bbl,154.0,5000.0,31,22,7609.0,0,1
volkswagen,std,four,hatchback,rwd,front,ohc,six,mpfi,100.0,5500.0,29,26,8845.0,0,1
audi,std,four,sedan,fwd,front,ohc,four,2bbl,116.0,5250.0,27,32,18920.0,0,1
audi,std,two,sedan,rwd,front,ohc,four,2bbl,110.0,4750.0,26,38,7975.0,0,1
mercury,std,two,sedan,4wd,front,ohc,four,mpfi,88.0,5000.0,21,34,11248.0,1,0
volkswagen,std,two,hatchback,fwd,front,ohc,four,mpfi,68.0,5200.0,19,41,34028.0,0,1
plymouth,turbo,four,sedan,rwd,rear,ohc,four,mpfi,111.0,5500.0,28,38,13845.0,1,0
toyota,std,four,sedan,fwd,front,ohc,four,mpfi,68.0,4500.0,19,16,5572.0,1,0
mitsubishi,turbo,four,sedan,rwd,front,ohc,four,mpfi,154.0,4400.0,26,37,12440.0,0,1
mazda,std,two,sedan,rwd,front,ohcf,four,2bbl,76.0,5500.0,19,25,18150.0,0,1
honda,std,four,wagon,fwd,front,ohc,four,mpfi,76.0,5400.0,25,33,8058.0,0,1
honda,turbo,four,sedan,fwd,front,ohc,four,idi,62.0,5500.0,31,22,11850.0,1,0
nissan,std,four,sedan,rwd,front,ohc,four,idi,101.0,5000.0,24,37,7995.0,0,1
subaru,std,two,hardtop,rwd,front,l,two,2bbl,156.0,5600.0,31,32,10945.0,1,0
toyota,std,four,sedan,fwd,front,ohc,four,2bbl,68.0,5125.369458128079,28,32,9995.0,1,0
nissan,std,two,hatchback,rwd,front,ohcf,four,2bbl,102.0,5000.0,38,30,12629.0,0,1
peugot,std,two,sedan,rwd,front,ohc,four,2bbl,92.0,4250.0,27,25,17075.0,1,0
peugot,std,four,sedan,fwd,front,ohc,two,2bbl,95.0,5200.0,30,25,13499.0,0,1
mazda,std,four,sedan,rwd,front,ohc,four,2bbl,116.0,4200.0,19,34,5499.0,0,1
alfa-romero,std,two,sedan,rwd,front,ohc,four,mpfi,69.0,5400.0,17,41,9095.0,0,1
subaru,std,four,hatchback,rwd,front,ohc,four,mpfi,123.0,5400.0,27,37,9095.0,0,1
volvo,std,four,sedan,rwd,front,ohc,four,2bbl,76.0,6000.0,17,33,15580.0,0,1
mazda,std,four,sedan,fwd,front,ohc,four,1bbl,135.0,6000.0,22,33,8013.0,0,1
honda,std,four,hatchback,rwd,front,ohc,six,2bbl,102.0,4200.0,18,39,10245.0,1,0
toyota,turbo,two,hatchback,rwd,front,ohc,four,2bbl,60.0,5500.0,37,24,9988.0,0,1
honda,turbo,four,hatchback,rwd,front,ohc,four,2bbl,62.0,5500.0,31,34,35056.0,1,0
mitsubishi,std,two,hardtop,rwd,front,ohc,four,mpfi,176.0,5400.0,25,32,9959.0,0,1
volvo,std,two,hatchback,rwd,front,ohcv,four,mpfi,160.0,5400.0,27,38,16500.0,0,1
mazda,std,two,hatchback,fwd,front,ohc,four,2bbl,68.0,5200.0,37,32,8189.0,1,0
mitsubishi,std,four,sedan,rwd,front,ohc,four,mpfi,68.0,5200.0,17,24,8058.0,0,1
subaru,std,two,sedan,fwd,front,dohc,four,idi,69.0,5200.0,17,33,28248.0,0,1
dodge,std,two,sedan,fwd,front,ohc,four,mpfi,111.0,4800.0,31,42,7898.0,0,1
peugot,std,four,sedan,rwd,front,ohc,four,mpfi,97.0,5000.0,17,37,13499.0,0,1
mercedes-benz,std,two,sedan,rwd,front,ohc,four,mpfi,70.0,5000.0,28,25,22470.0,1,0
plymouth,std,four,sedan,fwd,front,ohc,four,2bbl,48.0,4800.0,25,27,10945.0,0,1
dodge,std,four,hatchback,rwd,front,ohc,six,spdi,68.0,5500.0,14,24,9295.0,0,1
bmw,std,two,hatchback,rwd,front,dohc,four,idi,68.0,4800.0,22,25,7689.0,1,0
toyota,std,four,hatchback,fwd,front,ohc,four,idi,162.0,5500.0,19,25,7898.0,0,1
subaru,turbo,two,hardtop,rwd,front,ohc,four,mpfi,262.0,5000.0,31,25,16900.0,0,1
mercedes-benz,turbo,four,sedan,rwd,front,ohc,two,1bbl,70.0,5400.0,31,34,17710.0,0,1
porsche,turbo,two,wagon,rwd,front,ohc,four,idi,94.0,4800.0,18,24,7788.0,1,0
peugot,std,two,sedan,fwd,front,ohcv,four,mpfi,76.0,5300.0,38,47,8495.0,0,1
porsche,std,two,sedan,rwd,front,ohc,four,mpfi,88.0,5400.0,31,31,8845.0,1,0
subaru,std,four,sedan,rwd,front,ohc,four,2bbl,102.0,6000.0,24,25,11595.0,0,1
honda,std,four,sedan,fwd,front,ohc,six,2bbl,82.0,4800.0,19,28,15690.0,1,0
volkswagen,std,two,sedan,rwd,front,ohc,four,1bbl,114.0,5000.0,24,41,7995.0,0,1
bmw,std,two,hatchback,rwd,front,ohc,two,mpfi,84.0,4800.0,25,37,16500.0,1,0
mercedes-benz,std,four,sedan,fwd,front,l,four,mpfi,68.0,5500.0,25,29,12440.0,0,1
nissan,std,two,hatchback,fwd,front,ohcf,four,spdi,123.0,5000.0,19,25,9959.0,0,1
nissan,std,four,wagon,fwd,front,ohcv,two,2bbl,88.0,4800.0,18,22,13200.0,0,1
toyota,std,two,sedan,rwd,front,ohcf,four,2bbl,92.0,4500.0,19,17,16845.0,0,1
mazda,std,two,sedan,rwd,front,ohcv,four,2bbl,161.0,4800.0,23,20,11845.0,0,1
honda,std,two,wagon,fwd,front,ohcf,four,4bbl,85.0,4350.0,19,33,9980.0,1,0
nissan,std,four,sedan,rwd,front,ohc,four,mpfi,82.0,5000.0,23,28,11248.0,0,1
nissan,std,four,sedan,rwd,front,ohc,four,idi,116.0,4250.0,23,33,16500.0,0,1
mazda,std,four,hardtop,fwd,front,ohcf,six,2bbl,123.0,5400.0,31,29,13950.0,1,0
dodge,std,four,hatchback,fwd,front,ohc,four,idi,88.0,5000.0,25,30,15690.0,0,1
saab,std,two,sedan,rwd,front,ohc,four,mpfi,152.0,6600.0,30,31,7689.0,0,1
audi,std,four,sedan,fwd,front,ohc,four,1bbl,110.0,5500.0,29,38,9258.0,0,1
mazda,std,four,sedan,fwd,front,ohc,four,1bbl,161.0,4800.0,31,37,13950.0,1,0
mercedes-benz,turbo,four,hatchback,rwd,front,ohc,four,mpfi,111.0,4200.0,27,30,36000.0,0,1
chevrolet,std,two,hatchback,rwd,front,ohc,five,2bbl,70.0,4750.0,31,36,16500.0,0,1
subaru,std,four,hatchback,fwd,front,ohc,four,mpfi,100.0,5200.0,27,37,6575.0,0,1
volvo,std,two,hardtop,rwd,front,ohc,four,2bbl,182.0,4500.0,21,28,17450.0,0,1
honda,std,four,sedan,fwd,front,ohc,four,2bbl,92.0,4800.0,22,37,11199.0,1,0
dodge,std,four,wagon,rwd,front,ohc,six,mpfi,200.0,5000.0,21,36,9980.0,0,1
toyota,std,two,sedan,rwd,front,ohc,four,idi,68.0,5500.0,19,32,7957.0,0,1
toyota,std,two,sedan,rwd,front,ohc,four,mpfi,84.0,4800.0,21,42,13499.0,0,1
toyota,std,four,sedan,fwd,front,ohc,four,2bbl,115.0,4150.0,31,34,21105.0,1,0
volkswagen,turbo,four,sedan,rwd,front,ohc,four,mpfi,156.0,5200.0,19,27,7775.0,1,0
toyota,std,four,wagon,fwd,front,ohcf,four,mpfi,86.0,5000.0,26,30,8778.0,0,1
toyota,std,four,sedan,fwd,front,ohc,four,2bbl,95.0,4750.0,17,22,7609.0,0,1
isuzu,std,two,sedan,rwd,front,ohcv,four,idi,68.0,4650.0,23,38,7295.0,1,0
plymouth,std,four,hatchback,fwd,front,ohc,four,mpfi,64.0,5200.0,19,38,36880.0,0,1
dodge,turbo,two,sedan,fwd,front,ohc,four,2bbl,102.0,4200.0,23,28,37028.0,1,0
bmw,std,four,sedan,rwd,front,rotor,five,mpfi,95.0,5000.0,31,28,5195.0,0,1
nissan,turbo,two,wagon,fwd,front,ohc,four,mpfi,111.0,4150.0,24,20,6575.0,0,1
mitsubishi,turbo,four,hardtop,fwd,front,ohc,four,mpfi,86.0,5500.0,18,24,11248.0,0,1
volvo,std,two,sedan,fwd,front,ohcf,six,spfi,68.0,4800.0,24,37,6785.0,1,0
toyota,std,four,sedan,fwd,front,ohc,four,mpfi,82.0,5000.0,24,39,5499.0,0,1
subaru,std,four,hatchback,fwd,front,ohc,six,mpfi,112.0,5500.0,24,25,6785.0,0,1
isuzu,std,two,hatchback,fwd,front,ohc,four,mpfi,86.0,5300.0,22,28,11199.0,1,0
nissan,turbo,four,hatchback,fwd,front,ohc,four,idi,110.0,6000.0,21,37,7738.0,0,1
toyota,std,two,sedan,fwd,front,ohc,four,mpfi,116.0,4150.0,25,28,11900.0,0,1
toyota,std,two,wagon,rwd,front,ohcf,four,2bbl,123.0,4800.0,27,24,7995.0,0,1
peugot,std,four,sedan,fwd,front,ohc,four,1bbl,116.0,6000.0,28,34,35056.0,0,1
audi,std,four,hatchback,fwd,front,l,four,1bbl,92.0,5200.0,17,43,6692.0,0,1
mitsubishi,std,four,sedan,fwd,front,ohc,four,2bbl,156.0,4800.0,19,29,7898.0,0,1
subaru,std,four,sedan,rwd,front,ohc,four,2bbl,121.0,5500.0,19,29,12170.0,1,0
nissan,std,four,wagon,rwd,front,ohc,four,2bbl,69.0,5500.0,26,34,15750.0,0,1
