symboling,normalized-losses,make,aspiration,num-of-doors,body-style,drive-wheels,engine-location,wheel-base,length,width,height,curb-weight,engine-type,num-of-cylinders,engine-size,fuel-system,bore,stroke,compression-ratio,horsepower,peak-rpm,city-mpg,highway-mpg,price,city-L/100km,horsepower-binned,diesel,gas
1,168,peugot,std,four,hardtop,fwd,front,96.0,0.8116290245074483,0.8833333333333333,54.3,3157,ohc,four,108,2bbl,3.78,3.23,9.4,121.0,5500.0,21,37,9995.0,10.217391304347826,Low,0,1
2,93,toyota,std,two,sedan,rwd,front,93.0,0.9072561268620856,0.8833333333333333,52.8,2385,ohc,four,98,2bbl,3.19,3.58,9.2,68.0,4800.0,24,33,13495.0,7.833333333333332,Medium,1,1
0,168,peugot,std,two,sedan,rwd,front,98.8,0.758769822200865,0.9236111111111112,55.7,2833,ohcv,four,110,2bbl,3.15,3.15,9.6,110.0,5000.0,15,19,6989.0,7.580645161290323,Low,1,1
3,118,audi,std,four,sedan,fwd,front,98.8,0.8486304661220567,0.9236111111111112,53.7,2579,ohc,six,97,mpfi,3.13,2.64,8.0,140.0,4150.0,18,37,9279.0,9.791666666666666,Low,0,1
0,65,mitsubishi,std,two,hatchback,rwd,front,93.7,0.9735703988467084,0.9236111111111112,55.1,1985,ohc,four,109,2bbl,3.05,3.4,22.0,94.0,4800.0,25,34,16500.0,7.580645161290323,Medium,0,1
2,94,volkswagen,std,two,sedan,fwd,front,91.3,0.8342143200384431,0.8833333333333333,49.6,2324,ohc,four,108,2bbl,3.62,3.4,9.0,62.0,5500.0,26,54,7499.0,7.833333333333332,Low,0,1
-1,122,subaru,std,two,sedan,fwd,front,93.7,0.8659298414223928,0.8861111111111111,51.6,2395,ohcf,four,120,mpfi,3.01,3.52,21.5,68.0,5500.0,31,37,11245.0,7.580645161290323,Low,0,1
1,65,alfa-romero,std,four,hatchback,fwd,front,98.8,0.8543969245555022,0.8944444444444445,54.1,1713,dohc,four,234,mpfi,3.19,3.46,9.0,88.0,6000.0,22,31,18420.0,7.580645161290323,Low,0,1
3,129,volvo,turbo,two,sedan,fwd,front,94.5,0.8154733301297453,0.9111111111111108,53.0,3075,ohcv,two,146,mpfi,3.62,3.58,9.4,94.0,6000.0,24,46,12170.0,7.833333333333332,Medium,1,1
1,91,volvo,std,two,sedan,rwd,front,94.5,0.8467083133109082,0.8888888888888888,54.1,1967,ohc,four,121,2bbl,3.78,2.36,8.0,85.0,4800.0,31,30,7126.0,13.823529411764708,Medium,1,0
-1,122,volkswagen,std,two,sedan,fwd,front,100.4,0.8121095627102355,0.8861111111111111,54.3,2455,ohcf,four,92,mpfi,3.43,3.54,8.7,111.0,4400.0,19,30,7349.0,7.580645161290323,Low,0,1
-1,161,dodge,std,four,sedan,rwd,front,89.5,0.897164824603556,0.9111111111111108,52.6,2128,ohc,four,97,mpfi,3.19,3.12,8.6,86.0,5000.0,23,25,6989.0,12.36842105263158,Low,0,1
3,122,jaguar,std,four,sedan,fwd,front,89.5,0.7991350312349833,0.9055555555555556,52.0,2169,ohc,six,152,idi,3.5,3.39,8.5,68.0,6600.0,19,28,9639.0,12.36842105263158,High,0,1
1,122,dodge,std,four,sedan,rwd,front,103.3,0.8664103796251803,0.9291666666666668,56.1,3075,ohc,six,164,idi,3.62,3.03,23.0,68.0,5500.0,23,38,6989.0,9.4,Low,0,1
0,129,volvo,std,two,sedan,fwd,front,110.0,0.9735703988467084,0.9083333333333334,53.3,3157,ohc,four,97,idi,2.97,3.15,8.3,143.0,4800.0,26,30,6695.0,6.351351351351353,Medium,0,1
1,161,toyota,std,four,hatchback,rwd,front,95.7,0.8870735223450265,0.9083333333333334,52.0,2145,ohc,four,108,mpfi,3.7,3.15,9.0,121.0,4750.0,31,31,8449.0,9.038461538461537,Medium,0,1
0,161,plymouth,std,four,sedan,fwd,front,114.2,0.8495915425276309,0.9236111111111112,55.5,3750,ohc,four,122,2bbl,3.35,3.29,9.4,82.0,4800.0,30,34,13860.0,9.4,Low,0,1
1,103,nissan,std,two,wagon,fwd,front,102.4,0.8154733301297453,0.8999999999999999,54.1,2414,ohc,six,79,2bbl,3.31,3.15,7.6,92.0,5500.0,23,23,12629.0,10.217391304347826,Medium,0,1
1,231,dodge,std,two,sedan,fwd,front,102.4,0.8543969245555022,0.9291666666666668,54.5,2037,ohc,four,108,2bbl,3.27,3.23,8.3,69.0,4800.0,35,19,9258.0,9.791666666666666,Low,0,1
2,87,mazda,std,two,sedan,fwd,front,97.2,0.8284478616049976,0.8861111111111111,54.4,2443,ohcv,four,120,mpfi,3.31,3.35,8.7,156.0,4200.0,31,33,16500.0,14.6875,Low,0,1
0,91,volvo,turbo,four,sedan,rwd,front,95.7,0.8250840941854877,0.8888888888888888,54.8,3217,ohc,twelve,98,mpfi,3.35,3.5,9.4,110.0,5000.0,19,25,18280.0,4.795918367346938,Low,0,1
1,85,toyota,std,four,hatchback,fwd,front,95.7,0.8337337818356559,0.8944444444444445,54.3,1874,ohc,four,234,2bbl,3.15,3.27,22.5,110.0,5200.0,31,36,8449.0,7.580645161290323,Medium,0,1
-1,122,bmw,turbo,four,hatchback,fwd,front,104.3,0.7549255165785679,0.8861111111111111,55.1,2370,ohc,six,122,mpfi,3.34,3.4,23.0,110.0,5000.0,19,32,7609.0,7.833333333333332,Low,0,1
0,91,peugot,turbo,two,sedan,fwd,front,95.7,0.7962518020182604,0.9208333333333332,59.8,3131,ohc,six,130,2bbl,2.91,3.16,9.4,104.256157635468,5200.0,32,26,10795.0,14.6875,Low,0,1
1,150,mazda,std,two,wagon,rwd,front,93.7,0.8519942335415667,0.9791666666666666,52.6,3230,ohc,four,90,idi,2.91,4.17,22.5,94.0,5500.0,15,29,7799.0,12.36842105263158,Low,0,1
3,110,toyota,std,two,sedan,fwd,front,107.9,0.8121095627102355,0.95,50.2,2300,dohc,five,109,mpfi,3.03,3.41,21.0,90.0,4350.0,31,50,11850.0,12.36842105263158,Low,0,1
2,65,mitsubishi,std,four,sedan,fwd,front,93.7,0.8039404132628545,0.9236111111111112,55.7,2548,l,six,151,mpfi,3.31,3.29,9.0,116.0,5200.0,31,31,10245.0,7.580645161290323,High,0,1
3,118,toyota,turbo,four,sedan,fwd,front,93.7,0.8121095627102355,0.9569444444444444,52.0,3045,ohc,four,70,spdi,3.43,3.23,8.0,70.0,6000.0,31,32,11549.0,9.791666666666666,Low,0,1
0,134,nissan,turbo,four,sedan,fwd,front,99.1,0.8039404132628545,0.9236111111111112,50.2,1890,ohc,four,108,mpfi,3.15,2.36,9.5,116.0,4800.0,15,31,16515.0,13.055555555555555,High,0,1
0,122,subaru,std,four,sedan,rwd,front,102.4,0.7558865929841423,0.8944444444444445,51.6,1905,dohc,six,108,idi,3.43,,9.2,68.0,5200.0,19,30,7295.0,7.580645161290323,High,0,1
0,154,nissan,std,four,hatchback,rwd,front,97.3,0.8664103796251803,0.9236111111111112,56.7,1890,ohcv,four,97,2bbl,3.15,2.64,8.7,84.0,4800.0,31,37,7975.0,9.4,Low,0,1
2,192,alfa-romero,turbo,four,sedan,rwd,front,107.9,0.921191734742912,0.9236111111111112,54.7,2145,l,four,140,mpfi,3.62,3.47,9.0,120.0,5000.0,38,38,6479.0,8.103448275862071,Low,0,1
0,161,peugot,std,two,hardtop,rwd,front,95.7,0.8332532436328689,0.8861111111111111,51.6,2337,ohc,four,90,idi,3.74,2.9,9.3,175.0,4150.0,47,28,14489.0,6.351351351351353,Low,0,1
3,93,honda,std,two,sedan,rwd,front,105.8,0.8467083133109082,0.9666666666666666,50.2,2535,ohc,four,108,idi,2.91,2.07,9.4,110.0,4750.0,21,25,36000.0,12.36842105263158,Low,0,0
0,85,toyota,turbo,four,sedan,fwd,front,95.7,0.897164824603556,0.9236111111111112,55.5,2254,ohc,four,109,mpfi,3.46,3.39,8.5,95.0,5500.0,37,30,7995.0,11.190476190476188,Low,0,1
1,122,volkswagen,std,two,hatchback,rwd,front,95.3,0.897164824603556,0.9236111111111112,54.9,1945,ohc,two,308,spdi,3.59,3.15,9.2,82.0,4500.0,34,39,12964.0,10.217391304347826,Low,0,1
0,122,nissan,std,four,wagon,rwd,front,89.5,0.8039404132628545,0.8999999999999999,54.3,1905,ohc,four,97,2bbl,2.97,3.35,8.1,97.0,5500.0,30,29,36000.0,9.791666666666666,Low,0,1
2,188,volkswagen,std,four,convertible,fwd,front,95.7,0.8250840941854877,0.8944444444444445,50.8,2976,ohc,four,90,idi,3.62,3.4,9.5,69.0,4250.0,17,22,7975.0,9.791666666666666,Low,0,1
2,194,volkswagen,std,two,wagon,fwd,front,94.5,0.9082172032676598,0.9083333333333334,55.1,3016,ohcf,four,92,2bbl,3.46,3.39,9.0,155.0,5000.0,27,30,14869.0,16.785714285714285,Low,0,0
2,108,peugot,std,four,sedan,fwd,front,86.6,0.8543969245555022,0.95,50.5,3285,l,four,90,2bbl,3.31,3.15,8.7,207.0,5200.0,26,25,5572.0,9.038461538461537,High,0,1
0,161,mazda,std,four,wagon,rwd,front,100.4,0.9024507448342144,0.8861111111111111,52.8,1945,l,four,122,mpfi,3.62,3.23,9.5,52.0,5200.0,26,24,15985.0,14.6875,Low,0,1
0,89,volkswagen,std,two,sedan,fwd,front,99.1,0.7851994233541567,0.9430555555555556,54.1,1889,ohc,four,209,mpfi,2.97,3.07,9.4,69.0,4750.0,27,20,9988.0,10.217391304347826,Low,0,0
0,106,nissan,std,two,hatchback,fwd,front,102.4,0.7208073041806824,0.8888888888888888,53.9,2420,ohcf,six,108,mpfi,3.54,3.4,8.7,101.0,5500.0,20,54,7295.0,7.580645161290323,Medium,0,0
-2,104,alfa-romero,turbo,two,sedan,rwd,front,99.8,0.7208073041806824,0.8944444444444445,55.1,3060,ohc,four,97,mpfi,3.31,3.52,9.0,85.0,5500.0,25,22,9989.0,11.75,Low,0,1
3,95,alfa-romero,std,two,hardtop,fwd,front,93.7,0.7558865929841423,0.8888888888888888,52.6,2254,ohcv,six,171,2bbl,3.19,3.39,7.0,92.0,4150.0,25,53,16845.0,8.392857142857142,Medium,0,1
2,128,volkswagen,std,four,hatchback,fwd,front,96.3,0.9259971167707832,0.9097222222222222,52.6,2319,ohc,four,181,2bbl,3.19,3.29,8.0,120.0,5000.0,17,37,23875.0,13.823529411764708,Medium,0,1
1,65,porsche,std,four,hatchback,rwd,front,93.1,0.7558865929841423,0.9291666666666668,53.1,3131,ohcf,four,92,idi,3.74,2.64,9.4,85.0,4800.0,17,31,32528.0,12.36842105263158,Medium,0,1
0,101,mitsubishi,turbo,two,sedan,rwd,front,93.7,0.7851994233541567,0.9916666666666668,50.8,2337,ohc,four,97,2bbl,3.15,2.87,7.0,116.0,5400.0,15,25,10295.0,9.4,Medium,0,1
2,128,subaru,std,two,sedan,rwd,front,101.2,0.8519942335415667,0.9291666666666668,55.7,1938,ohc,four,122,idi,3.46,3.52,9.0,86.0,4800.0,25,25,15985.0,8.703703703703704,High,0,1
1,93,toyota,std,four,hatchback,fwd,front,95.9,0.8966842864007688,0.8972222222222221,48.8,2094,ohc,four,156,spdi,3.58,3.46,9.0,110.0,4800.0,27,30,9988.0,9.791666666666666,Low,0,1
3,122,honda,turbo,two,sedan,fwd,front,93.7,0.8265257087938491,0.9430555555555556,54.8,2024,ohcv,four,140,mpfi,3.59,3.64,7.0,101.0,4200.0,19,33,11048.0,12.36842105263158,Medium,1,1
1,128,mazda,std,four,sedan,rwd,front,107.9,0.8664103796251803,0.8944444444444445,55.1,2700,ohc,four,164,mpfi,3.33,3.15,9.2,62.0,4800.0,30,29,10295.0,7.580645161290323,Low,0,1
1,122,alfa-romero,turbo,two,hatchback,fwd,front,95.9,0.9072561268620856,0.9236111111111112,54.5,4066,ohc,four,90,spdi,3.05,3.41,21.9,176.0,4800.0,20,53,6795.0,6.351351351351353,Low,0,1
3,89,volvo,std,four,wagon,rwd,front,97.3,0.8015377222489188,0.9236111111111112,53.0,1944,ohc,four,120,mpfi,3.35,3.03,9.0,200.0,4500.0,32,31,11549.0,8.703703703703704,Low,0,1
-2,95,honda,std,four,wagon,fwd,front,93.1,0.7558865929841423,0.9083333333333334,54.1,3197,ohcv,four,91,mpfi,3.19,3.23,8.5,68.0,5400.0,17,31,8249.0,7.580645161290323,Medium,0,1
0,137,mitsubishi,turbo,four,sedan,fwd,front,96.5,0.9591542527630946,0.8944444444444445,54.3,1989,dohc,six,131,mpfi,2.91,3.47,8.6,55.0,5500.0,25,37,13845.0,6.351351351351353,Medium,1,1
-1,90,mercedes-benz,turbo,four,hatchback,rwd,front,103.5,0.8966842864007688,0.95,51.6,1909,ohc,six,120,idi,3.27,3.15,9.6,69.0,5500.0,21,24,18280.0,10.217391304347826,Low,0,1
-1,94,mazda,std,four,sedan,fwd,front,109.1,0.8039404132628545,1.0,55.1,3900,ohc,four,110,mpfi,3.19,3.46,9.0,64.0,5500.0,19,28,15580.0,13.055555555555555,Medium,0,1
0,122,toyota,std,four,sedan,4wd,front,93.7,0.8467083133109082,0.8861111111111111,54.5,3095,ohc,four,122,mpfi,3.01,4.17,11.5,62.0,4800.0,31,32,23875.0,13.823529411764708,Low,0,1
1,113,dodge,std,four,hardtop,fwd,front,104.3,0.8966842864007688,0.8861111111111111,55.5,2926,ohc,four,110,2bbl,3.03,3.29,9.0,101.0,4900.0,19,24,17450.0,9.4,Low,0,1
1,188,mercedes-benz,std,two,hatchback,fwd,front,95.3,0.7654973570398848,0.95,56.5,3900,ohc,four,92,mpfi,2.97,3.23,9.0,68.0,5250.0,19,19,31600.0,8.392857142857142,Low,0,1
3,197,toyota,turbo,four,sedan,4wd,front,94.5,0.8125901009130225,0.8972222222222221,55.1,1876,ohc,four,209,mpfi,3.58,3.46,9.0,160.0,4200.0,19,34,11850.0,7.580645161290323,Medium,0,1
3,91,volvo,std,four,hatchback,fwd,front,100.4,0.8250840941854877,0.9083333333333334,58.7,2128,ohc,four,122,2bbl,3.7,3.23,8.7,145.0,5800.0,31,37,6692.0,13.823529411764708,High,1,1
-1,122,volkswagen,std,four,hatchback,fwd,front,109.1,0.9072561268620856,0.8944444444444445,56.2,2128,ohc,five,91,idi,3.46,3.4,9.0,156.0,5400.0,16,31,6229.0,16.785714285714285,Low,0,1
-1,118,toyota,std,two,hardtop,fwd,front,97.3,0.9466602594906296,0.9291666666666668,54.5,2265,ohc,four,141,2bbl,3.39,3.64,9.3,95.0,5500.0,31,53,8195.0,10.217391304347826,Medium,0,0
-1,121,toyota,std,two,convertible,rwd,front,101.2,0.8438250840941854,0.9236111111111112,50.8,3485,ohc,six,120,mpfi,3.43,3.47,9.0,101.0,4800.0,30,50,5151.0,6.351351351351353,Medium,0,1
-1,101,alfa-romero,std,four,sedan,fwd,front,96.5,0.8125901009130225,0.8999999999999999,56.2,1950,ohc,six,132,2bbl,3.15,3.39,9.2,145.0,4500.0,37,18,16500.0,12.36842105263158,Low,0,1
0,74,bmw,std,two,hatchback,rwd,front,97.2,0.8284478616049976,0.8861111111111111,54.1,1890,ohcv,four,92,1bbl,3.74,3.4,9.0,104.256157635468,4800.0,24,37,14869.0,12.36842105263158,Low,0,1
3,161,mazda,std,two,sedan,fwd,front,112.0,0.7645362806343105,0.9027777777777778,54.5,2823,dohc,four,97,mpfi,3.7,3.19,9.5,175.0,4800.0,30,37,8189.0,13.055555555555555,Medium,0,1
2,122,toyota,turbo,four,hatchback,fwd,front,114.2,0.8966842864007688,0.9222222222222224,52.5,2280,ohc,six,98,mpfi,3.78,3.4,9.0,86.0,4800.0,24,25,8249.0,8.103448275862071,Medium,0,1
0,91,nissan,turbo,two,sedan,fwd,front,104.3,0.8966842864007688,0.8861111111111111,51.0,2289,ohc,four,97,idi,2.97,3.39,8.4,110.0,5200.0,27,25,32250.0,9.791666666666666,Low,0,1
-1,103,toyota,std,four,sedan,rwd,front,110.0,0.8015377222489188,0.8944444444444445,54.3,2823,dohc,four,121,mpfi,3.19,,7.5,69.0,4800.0,19,37,8013.0,7.580645161290323,Low,0,0
1,83,bmw,turbo,four,sedan,fwd,front,104.3,0.8817876021143681,0.9291666666666668,50.6,2370,ohcv,four,92,mpfi,3.05,3.07,22.5,85.0,5000.0,19,37,5348.0,10.217391304347826,Low,0,1
1,122,mazda,std,four,wagon,fwd,front,94.5,0.897164824603556,0.9236111111111112,50.6,2122,dohc,four,181,mpfi,3.46,3.52,7.8,114.0,5200.0,28,32,31600.0,7.580645161290323,Low,0,1
0,142,peugot,turbo,four,hatchback,rwd,front,113.0,0.7645362806343105,0.8861111111111111,53.7,2507,ohc,four,98,idi,3.31,3.39,9.0,104.256157635468,5200.0,26,27,5499.0,9.4,Medium,0,1
1,102,toyota,std,four,hardtop,rwd,front,93.7,0.8495915425276309,0.9847222222222224,55.7,2280,ohcv,four,108,mpfi,3.15,3.15,8.4,84.0,5500.0,24,30,6229.0,10.217391304347826,High,0,1
0,94,toyota,std,two,wagon,fwd,front,95.7,0.8572801537722249,0.8944444444444445,54.9,2460,ohcv,four,152,mpfi,3.46,3.15,8.5,152.0,5800.0,18,41,41315.0,12.36842105263158,High,1,1
1,102,mazda,std,four,hatchback,rwd,front,100.4,0.9072561268620856,0.9333333333333332,52.6,2465,ohc,six,97,mpfi,3.15,3.03,7.5,85.0,4150.0,31,37,28248.0,6.527777777777778,Medium,0,1
0,153,mercedes-benz,std,four,hatchback,fwd,front,94.5,0.7558865929841423,0.95,49.4,1918,ohc,four,130,mpfi,3.329751243781096,3.35,9.0,102.0,5500.0,19,24,5389.0,9.791666666666666,Medium,0,1
2,102,mazda,std,four,sedan,rwd,front,96.3,0.9591542527630946,0.9916666666666668,56.5,3296,ohc,four,98,idi,3.62,3.15,8.6,70.0,5400.0,22,19,22470.0,7.580645161290323,Medium,0,1
2,186,nissan,std,four,sedan,fwd,front,95.1,0.897164824603556,0.8999999999999999,55.5,3045,ohcv,four,132,2bbl,3.78,2.64,8.0,69.0,5100.0,25,24,7295.0,10.217391304347826,Medium,0,0
-1,106,peugot,std,two,wagon,fwd,front,94.3,0.9072561268620856,0.9430555555555556,51.6,2458,ohc,four,97,1bbl,3.19,3.29,9.0,92.0,4800.0,19,24,12764.0,8.703703703703704,Medium,0,1
-1,103,peugot,std,four,sedan,fwd,front,97.3,0.9072561268620856,0.925,50.6,3685,ohc,five,97,2bbl,2.68,3.4,9.4,68.0,4800.0,31,31,11259.0,7.580645161290323,Low,0,1
3,78,mercedes-benz,turbo,four,sedan,fwd,front,99.1,0.8039404132628545,0.9111111111111108,54.7,2015,ohcf,four,130,spfi,3.39,3.46,23.0,101.0,6000.0,20,31,7957.0,12.36842105263158,Medium,0,1
1,125,peugot,std,two,hatchback,4wd,front,97.2,0.810667948101874,0.9236111111111112,50.2,2458,ohc,four,121,mpfi,3.19,3.4,9.0,207.0,4500.0,19,29,6855.0,12.36842105263158,Low,0,1
3,168,subaru,std,two,sedan,rwd,front,108.0,0.7991350312349833,0.8944444444444445,54.7,2081,ohc,four,209,mpfi,2.99,3.23,9.5,68.0,4800.0,24,32,9989.0,7.833333333333332,Low,0,1
0,106,mazda,turbo,two,hatchback,fwd,front,93.7,0.7558865929841423,0.9486111111111112,56.1,1918,ohc,six,130,2bbl,3.62,2.9,9.5,154.0,5000.0,31,22,7609.0,11.190476190476188,Low,0,1
1,153,volkswagen,std,four,hatchback,rwd,front,95.9,0.9072561268620856,0.8861111111111111,54.3,2017,ohc,six,97,mpfi,3.03,3.15,8.6,100.0,5500.0,29,26,8845.0,6.7142857142857135,Medium,0,1
1,93,audi,std,four,sedan,fwd,front,109.1,0.810667948101874,0.9666666666666666,53.7,2081,ohc,four,109,2bbl,3.58,3.21,8.5,116.0,5250.0,27,32,18920.0,16.785714285714285,Medium,0,1
1,108,audi,std,two,sedan,rwd,front,96.5,0.8337337818356559,0.9236111111111112,50.2,2324,ohc,four,92,2bbl,3.39,3.29,9.0,110.0,4750.0,26,38,7975.0,9.791666666666666,Low,0,1
2,122,mercury,std,two,sedan,4wd,front,107.9,0.8154733301297453,0.95,50.8,2847,ohc,four,122,mpfi,3.43,3.29,9.2,88.0,5000.0,21,34,11248.0,7.580645161290323,Medium,0,0
0,122,volkswagen,std,two,hatchback,fwd,front,93.1,0.762614127823162,0.9569444444444444,53.0,3430,ohc,four,181,mpfi,3.43,3.41,9.0,68.0,5200.0,19,41,34028.0,10.217391304347826,Medium,0,1
0,122,plymouth,turbo,four,sedan,rwd,rear,109.1,0.7957712638154734,0.9208333333333332,54.4,2707,ohc,four,108,mpfi,3.54,3.64,9.2,111.0,5500.0,28,38,13845.0,6.351351351351353,Medium,1,1
3,108,toyota,std,four,sedan,fwd,front,93.7,0.9010091302258528,0.8861111111111111,52.8,2385,ohc,four,110,mpfi,3.19,3.58,9.0,68.0,4500.0,19,16,5572.0,7.833333333333332,Medium,1,0
2,122,mitsubishi,turbo,four,sedan,rwd,front,97.3,0.8664103796251803,0.8861111111111111,52.0,1940,ohc,four,141,mpfi,3.19,3.39,9.3,154.0,4400.0,26,37,12440.0,12.36842105263158,Low,0,1
1,122,mazda,std,two,sedan,rwd,front,98.8,0.9072561268620856,0.8888888888888888,53.3,2140,ohcf,four,98,2bbl,3.39,3.03,8.5,76.0,5500.0,19,25,18150.0,18.07692307692308,Low,0,1
0,122,honda,std,four,wagon,fwd,front,98.4,0.794329649207112,0.9083333333333334,59.8,2818,ohc,four,156,mpfi,3.15,3.4,9.4,76.0,5400.0,25,33,8058.0,9.038461538461537,Low,0,1
0,91,honda,turbo,four,sedan,fwd,front,114.2,0.8015377222489188,0.9111111111111108,55.5,3505,ohc,four,122,idi,2.97,3.11,21.0,62.0,5500.0,31,22,11850.0,16.785714285714285,Low,1,1
3,91,nissan,std,four,sedan,rwd,front,95.7,0.9072561268620856,0.9111111111111108,53.5,1488,ohc,four,97,idi,3.59,3.15,9.5,101.0,5000.0,24,37,7995.0,9.038461538461537,Low,0,1
0,118,subaru,std,two,hardtop,rwd,front,103.3,0.8467083133109082,0.8875,52.6,3075,l,two,122,2bbl,2.91,3.15,8.5,156.0,5600.0,31,32,10945.0,8.703703703703704,Low,1,1
3,122,toyota,std,four,sedan,fwd,front,103.5,0.8966842864007688,0.9333333333333332,52.6,1918,ohc,four,92,2bbl,3.03,,9.0,68.0,5125.369458128079,28,32,9995.0,13.055555555555555,High,0,0
1,192,nissan,std,two,hatchback,rwd,front,96.5,0.8438250840941854,0.8888888888888888,55.5,3110,ohcf,four,92,2bbl,3.63,3.29,8.7,102.0,5000.0,38,30,12629.0,12.36842105263158,High,0,1
0,150,peugot,std,two,sedan,rwd,front,93.7,0.8265257087938491,0.95,50.8,2500,ohc,four,146,2bbl,3.43,2.07,21.0,92.0,4250.0,27,25,17075.0,7.833333333333332,Low,1,1
1,74,peugot,std,four,sedan,fwd,front,101.2,0.8322921672272945,0.9569444444444444,52.0,2844,ohc,two,152,2bbl,3.17,3.23,9.0,95.0,5200.0,30,25,13499.0,9.038461538461537,Low,0,1
3,94,mazda,std,four,sedan,rwd,front,109.1,0.7558865929841423,0.8999999999999999,54.4,2808,ohc,four,92,2bbl,3.46,3.15,9.0,116.0,4200.0,19,34,5499.0,8.703703703703704,Low,0,1
1,89,alfa-romero,std,two,sedan,rwd,front,100.4,0.8495915425276309,0.95,50.8,2324,ohc,four,110,mpfi,3.05,3.41,8.1,69.0,5400.0,17,41,9095.0,12.36842105263158,Low,0,1
-1,91,subaru,std,four,hatchback,rwd,front,110.0,0.897164824603556,0.95,58.7,2240,ohc,four,109,mpfi,3.46,2.19,8.5,123.0,5400.0,27,37,9095.0,9.791666666666666,Medium,0,1
3,94,volvo,std,four,sedan,rwd,front,96.1,0.8409418548774628,0.9236111111111112,58.7,3012,ohc,four,304,2bbl,2.91,3.4,8.7,76.0,6000.0,17,33,15580.0,9.791666666666666,Medium,0,1
3,106,mazda,std,four,sedan,fwd,front,93.7,0.6780394041326285,0.8888888888888888,54.9,2510,ohc,four,120,1bbl,3.15,2.19,9.0,135.0,6000.0,22,33,8013.0,7.580645161290323,Medium,0,1
2,122,honda,std,four,hatchback,rwd,front,97.0,0.897164824603556,0.8680555555555556,51.6,1905,ohc,six,110,2bbl,3.329751243781096,3.4,9.0,102.0,4200.0,18,39,10245.0,12.36842105263158,Low,0,0
0,93,toyota,turbo,two,hatchback,rwd,front,94.5,0.7645362806343105,0.9333333333333332,53.5,2952,ohc,four,141,2bbl,3.62,3.58,9.4,60.0,5500.0,37,24,9988.0,6.911764705882352,Medium,0,1
1,122,honda,turbo,four,hatchback,rwd,front,100.4,0.8428640076886112,0.9763888888888888,58.7,2209,ohc,four,183,2bbl,3.329751243781096,3.15,9.0,62.0,5500.0,31,34,35056.0,9.791666666666666,Low,0,0
-2,74,mitsubishi,std,two,hardtop,rwd,front,93.1,0.8015377222489188,0.8944444444444445,52.6,3770,ohc,four,108,mpfi,3.74,3.23,9.0,176.0,5400.0,25,32,9959.0,9.791666666666666,,0,1
1,122,volvo,std,two,hatchback,rwd,front,95.7,0.8250840941854877,0.9083333333333334,53.9,1837,ohcv,four,70,mpfi,2.97,3.86,9.5,160.0,5400.0,27,38,16500.0,10.217391304347826,Low,0,1
0,161,mazda,std,two,hatchback,fwd,front,94.3,0.9173474291206152,0.8833333333333333,54.3,2405,ohc,four,181,2bbl,2.54,3.4,9.41,68.0,5200.0,37,32,8189.0,11.190476190476188,Medium,1,1
1,87,mitsubishi,std,four,sedan,rwd,front,93.7,0.8039404132628545,0.9222222222222224,58.7,3770,ohc,four,110,mpfi,3.62,2.68,9.0,68.0,5200.0,17,24,8058.0,9.038461538461537,Low,0,1
1,83,subaru,std,two,sedan,fwd,front,109.1,0.9072561268620856,0.9236111111111112,54.7,2372,dohc,four,161,idi,3.01,3.35,8.6,69.0,5200.0,17,33,28248.0,7.833333333333332,Low,0,1
1,122,dodge,std,two,sedan,fwd,front,98.4,0.8543969245555022,0.9180555555555556,55.1,3740,ohc,four,61,mpfi,3.03,3.54,8.8,111.0,4800.0,31,42,7898.0,7.833333333333332,Low,0,1
-1,113,peugot,std,four,sedan,rwd,front,96.3,0.897164824603556,0.8972222222222221,54.5,3197,ohc,four,109,mpfi,3.03,3.64,9.4,97.0,5000.0,17,37,13499.0,13.055555555555555,Low,0,1
1,91,mercedes-benz,std,two,sedan,rwd,front,93.7,0.8116290245074483,0.9180555555555556,58.7,2563,ohc,four,145,mpfi,3.34,3.03,7.0,70.0,5000.0,28,25,22470.0,7.580645161290323,Medium,1,1
1,122,plymouth,std,four,sedan,fwd,front,98.8,0.9072561268620856,0.8916666666666667,54.1,1488,ohc,four,110,2bbl,3.43,3.46,8.5,48.0,4800.0,25,27,10945.0,6.351351351351353,Low,0,1
1,118,dodge,std,four,hatchback,rwd,front,103.5,0.810667948101874,0.9486111111111112,54.1,2289,ohc,six,91,spdi,3.54,3.47,8.5,68.0,5500.0,14,24,9295.0,8.703703703703704,Low,0,1
1,89,bmw,std,two,hatchback,rwd,front,95.7,0.7558865929841423,0.8833333333333333,54.1,2212,dohc,four,98,idi,3.62,3.19,8.7,68.0,4800.0,22,25,7689.0,8.103448275862071,Low,0,0
3,103,toyota,std,four,hatchback,fwd,front,104.5,0.8015377222489188,0.8999999999999999,52.0,2028,ohc,four,92,idi,3.7,3.54,8.0,162.0,5500.0,19,25,7898.0,12.36842105263158,Medium,0,1
-1,122,subaru,turbo,two,hardtop,rwd,front,93.1,0.6948582412301778,0.9791666666666666,50.8,2264,ohc,four,141,mpfi,2.91,3.58,9.5,262.0,5000.0,31,25,16900.0,11.190476190476188,Low,0,1
0,95,mercedes-benz,turbo,four,sedan,rwd,front,95.9,0.7991350312349833,0.9208333333333332,50.8,2535,ohc,two,131,1bbl,3.03,3.52,9.0,70.0,5400.0,31,34,17710.0,13.823529411764708,Low,0,1
